2023-11-24T15:46:22.797791-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitForPharo9 | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:47:25.061006-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitTranscript | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:47:25.061416-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitTranscript | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:47:25.085686-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Brick | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:47:25.085843-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitTranscript | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:47:25.086053-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitDebugger | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:28.008319-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitDebugger | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:28.036944-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitInspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:47:31.494614-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitInspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:47:31.525574-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitPager | github://feenkcom/gtoolkit-pager:main/src | CommandLine handler process
2023-11-24T15:47:31.525836-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | Filewatcher | github://feenkcom/filewatcher:main/src | CommandLine handler process
2023-11-24T15:47:32.764935-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | Filewatcher | github://feenkcom/filewatcher:main/src | CommandLine handler process
2023-11-24T15:47:32.802432-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitBoxer | github://feenkcom/gtoolkit-boxer:main/boxer-bindings | CommandLine handler process
2023-11-24T15:47:32.802759-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitPhlowForRust | github://feenkcom/gt4phlow-rs:main/src | CommandLine handler process
2023-11-24T15:47:32.802941-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | Filewatcher | github://feenkcom/filewatcher:main/src | CommandLine handler process
2023-11-24T15:47:32.803071-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitSpotter | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:47:35.209921-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitSpotter | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:47:35.240977-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Brick | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:47:35.242061-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitExamples | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:47:35.24242-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitExamples | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:47:35.272332-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitExamplesEngine | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:47:35.272471-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitExamples | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:47:35.272626-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitSpotter | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:47:35.273432-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitCompleter | github://feenkcom/gtoolkit-completer:main/src | CommandLine handler process
2023-11-24T15:47:35.273623-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkit4Pharo | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:47:35.27432-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitExamples | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:47:35.274379-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | Unicode | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:47:36.65458-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | Unicode | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:47:36.682838-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | Unicode | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:47:36.683083-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitInspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:47:36.683295-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitDebugger | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:36.683732-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitDebuggerExtensions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:36.684749-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitDebuggerExtensions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:36.7071-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitDebugger | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:36.707247-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitDebuggerExtensions | github://feenkcom/gtoolkit-debugger:main/src | CommandLine handler process
2023-11-24T15:47:36.70752-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitFileBrowser | github://feenkcom/gtoolkit-filebrowser:main/src | CommandLine handler process
2023-11-24T15:47:38.890441-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitFileBrowser | github://feenkcom/gtoolkit-filebrowser:main/src | CommandLine handler process
2023-11-24T15:47:38.916287-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitInspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:47:38.916583-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitPhlow | github://feenkcom/gtoolkit-phlow:main/src | CommandLine handler process
2023-11-24T15:47:38.916833-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitSpotter | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:47:38.916856-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitFileBrowser | github://feenkcom/gtoolkit-filebrowser:main/src | CommandLine handler process
2023-11-24T15:47:38.91745-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitDemos | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.444318-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitDemos | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.474205-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitCognitiveServiceDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.475479-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitCognitiveServiceDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.501374-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitUtility | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:47:43.501654-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Bloc | github://feenkcom/Bloc:main/src | CommandLine handler process
2023-11-24T15:47:43.501801-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitCognitiveServiceDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.501903-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitObjectNeuralNetworkDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.502407-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitObjectNeuralNetworkDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.527416-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Bloc | github://feenkcom/Bloc:main/src | CommandLine handler process
2023-11-24T15:47:43.527609-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitObjectNeuralNetworkDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.52783-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitGitHubApiDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.52834-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitGitHubApiDemo | github://feenkcom/gtoolkit-demos:main/src | CommandLine handler process
2023-11-24T15:47:43.551309-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkit4GraphQL | github://feenkcom/gt4graphql:main/src | CommandLine handler process
2023-11-24T15:47:45.41372-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkit4GraphQL | github://feenkcom/gt4graphql:main/src | CommandLine handler process
2023-11-24T15:47:45.439205-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkit4Magritte | github://feenkcom/gt4magritte:main/src | CommandLine handler process
2023-11-24T15:47:45.439494-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | LepiterEngine | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:49.049822-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | LepiterEngine | github://feenkcom/lepiter:main/src | CommandLine handler processNewUndeclaredWarning: BaselineOfLepiterEngine>>gtExamples (GtSearchMethodsInClassFilter is Undeclared)

2023-11-24T15:47:49.087265-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | LepiterEngineExtensions | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:49.087866-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | LepiterEngineExtensions | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:49.120977-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | LepiterEngineCore | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:49.121564-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | LepiterEngineCore | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:49.150955-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Brick | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:47:49.151246-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitFileUtility | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:47:49.151456-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitInspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:47:49.15155-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitCoder | github://feenkcom/gtoolkit-coder:main/src | CommandLine handler process
2023-11-24T15:47:49.151615-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkit4Pharo | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:47:49.151665-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkit4Json | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:47:50.79031-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkit4Json | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:47:50.816778-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkit4NeoJSON | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:47:50.817486-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkit4NeoJSON | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:47:50.840218-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | NeoJSON | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:47:52.203363-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | NeoJSON | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:47:52.231876-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | NeoJSON | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:47:52.232177-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkit4NeoJSON | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:47:52.232799-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitBasicUtility | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:47:52.232941-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Brick | github://feenkcom/Brick:main/src | CommandLine handler process
2023-11-24T15:47:52.232994-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | JSONParser | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:47:52.233549-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | JSONParser | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:47:52.2556-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | SmaCCRuntime | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:47:52.255794-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | JSONParser | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:47:52.25612-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitInspector | github://feenkcom/gtoolkit-inspector:main/src | CommandLine handler process
2023-11-24T15:47:52.256176-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkit4Json | github://feenkcom/gt4json:main/src | CommandLine handler process
2023-11-24T15:47:52.256955-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitReleaser | github://feenkcom/gtoolkit-releaser:main/src | CommandLine handler process
2023-11-24T15:47:52.257205-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | GToolkitReleaser | github://feenkcom/gtoolkit-releaser:main/src | CommandLine handler process
2023-11-24T15:47:52.276943-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | DeepTraverser | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:47:52.277131-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | DeepTraverser | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:47:52.285897-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitExamplesEngine | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:47:52.285929-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | DeepTraverser | github://feenkcom/DeepTraverser:main/src | CommandLine handler process
2023-11-24T15:47:52.286384-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Beacon | github://feenkcom/pharo-beacon/repository | CommandLine handler process
2023-11-24T15:47:52.286401-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | GToolkitReleaser | github://feenkcom/gtoolkit-releaser:main/src | CommandLine handler process
2023-11-24T15:47:52.28646-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | LepiterXDoc | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:52.286662-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | LepiterXDoc | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:52.310604-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | Xdoc | github://feenkcom/xdoc:main/src | CommandLine handler process
2023-11-24T15:47:54.391265-05:00 GtRlClonerBaselinePackageLoadSignal | ClonerEvent | Xdoc | github://feenkcom/xdoc:main/src | CommandLine handler process
2023-11-24T15:47:54.419791-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | NeoJSON | github://svenvc/NeoJSON:master/repository | CommandLine handler process
2023-11-24T15:47:54.420089-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitFileUtility | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:47:54.420322-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitAssertionUtility | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:47:54.420411-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | GToolkitBasicUtility | github://feenkcom/gtoolkit-utility:main/src | CommandLine handler process
2023-11-24T15:47:54.420424-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | Xdoc | github://feenkcom/xdoc:main/src | CommandLine handler process
2023-11-24T15:47:54.420456-05:00 GtRlClonerBaselineLoadCompletedSignal | ClonerEvent | LepiterXDoc | github://feenkcom/lepiter:main/src | CommandLine handler process
2023-11-24T15:47:54.420517-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | SmaCCRuntime | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:47:54.42056-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | JSONParser | github://j-brant/SmaCC | CommandLine handler process
2023-11-24T15:47:54.421431-05:00 GtRlClonerBaselineSkipLoadSignal | ClonerEvent | Beacon | github://feenkcom/pharo-beacon/repository | CommandLine handler process
